ID_MOEDA;DATA_REF;VL_COTACAO
USD;19/02/2001 00:00:00;5,654191136
USD;20/02/2001 00:00:00;4,33477968
USD;21/02/2001 00:00:00;7,826034069
USD;22/02/2001 00:00:00;3,565710843
USD;23/02/2001 00:00:00;4,268860698
USD;26/02/2001 00:00:00;4,705370605
USD;27/02/2001 00:00:00;5,820462465
USD;28/02/2001 00:00:00;7,013822138
USD;01/03/2001 00:00:00;3,380337358
USD;02/03/2001 00:00:00;1,753508985
USD;05/03/2001 00:00:00;5,278342247
USD;06/03/2001 00:00:00;3,583298028
USD;07/03/2001 00:00:00;2,592563987
USD;08/03/2001 00:00:00;4,104866207
USD;09/03/2001 00:00:00;7,010159254
USD;12/03/2001 00:00:00;1,780180991
USD;13/03/2001 00:00:00;6,574913144
USD;14/03/2001 00:00:00;5,188824594
USD;15/03/2001 00:00:00;1,415266514
USD;16/03/2001 00:00:00;6,343911946
USD;19/03/2001 00:00:00;3,296562076
USD;20/03/2001 00:00:00;6,535352409
USD;21/03/2001 00:00:00;3,591259241
USD;22/03/2001 00:00:00;3,919205248
USD;23/03/2001 00:00:00;7,010867715
USD;26/03/2001 00:00:00;7,82187885
USD;27/03/2001 00:00:00;6,193349838
USD;28/03/2001 00:00:00;6,477923691
USD;29/03/2001 00:00:00;4,989741683
USD;30/03/2001 00:00:00;5,670169055
USD;02/04/2001 00:00:00;4,043742895
USD;03/04/2001 00:00:00;5,490953505
USD;04/04/2001 00:00:00;4,008025289
USD;05/04/2001 00:00:00;1,193199098
USD;06/04/2001 00:00:00;6,491010189
USD;09/04/2001 00:00:00;4,850079358
USD;10/04/2001 00:00:00;1,577864528
USD;11/04/2001 00:00:00;2,29203099
USD;12/04/2001 00:00:00;2,519465685
USD;13/04/2001 00:00:00;6,539859354
USD;16/04/2001 00:00:00;7,933085084
USD;17/04/2001 00:00:00;6,702687681
USD;18/04/2001 00:00:00;4,608540535
USD;19/04/2001 00:00:00;5,059500039
USD;20/04/2001 00:00:00;6,763567328
USD;23/04/2001 00:00:00;7,793028057
USD;24/04/2001 00:00:00;3,342158079
USD;25/04/2001 00:00:00;4,59473139
USD;26/04/2001 00:00:00;1,69962132
USD;27/04/2001 00:00:00;2,109621942
USD;30/04/2001 00:00:00;7,768108845
USD;01/05/2001 00:00:00;2,939681828
USD;02/05/2001 00:00:00;1,546361804
USD;03/05/2001 00:00:00;5,674625099
USD;04/05/2001 00:00:00;3,507425547
USD;07/05/2001 00:00:00;5,168753207
USD;08/05/2001 00:00:00;7,268083215
USD;09/05/2001 00:00:00;2,032654226
USD;10/05/2001 00:00:00;3,613758087
USD;11/05/2001 00:00:00;4,05849582
USD;14/05/2001 00:00:00;7,722634673
USD;15/05/2001 00:00:00;4,04766196
USD;16/05/2001 00:00:00;3,182748556
USD;17/05/2001 00:00:00;4,259483397
USD;18/05/2001 00:00:00;5,145794988
USD;21/05/2001 00:00:00;5,449811876
USD;22/05/2001 00:00:00;5,711406231
USD;23/05/2001 00:00:00;6,218188107
USD;24/05/2001 00:00:00;7,385647655
USD;25/05/2001 00:00:00;4,132353485
USD;28/05/2001 00:00:00;2,207482576
USD;29/05/2001 00:00:00;5,848855555
USD;30/05/2001 00:00:00;7,886955857
USD;31/05/2001 00:00:00;6,198497236
USD;01/06/2001 00:00:00;1,048846245
USD;04/06/2001 00:00:00;2,955379784
USD;05/06/2001 00:00:00;2,425537467
USD;06/06/2001 00:00:00;3,758289516
USD;07/06/2001 00:00:00;3,592858076
USD;08/06/2001 00:00:00;4,403178275
USD;11/06/2001 00:00:00;7,592640042
USD;12/06/2001 00:00:00;3,475487649
USD;13/06/2001 00:00:00;2,535746098
USD;14/06/2001 00:00:00;1,041066945
USD;15/06/2001 00:00:00;4,029315829
USD;18/06/2001 00:00:00;7,864434898
USD;19/06/2001 00:00:00;3,021980524
USD;20/06/2001 00:00:00;2,373135149
USD;21/06/2001 00:00:00;7,410796762
USD;22/06/2001 00:00:00;5,336935461
USD;25/06/2001 00:00:00;3,503648758
USD;26/06/2001 00:00:00;2,980620682
USD;27/06/2001 00:00:00;1,18086946
USD;28/06/2001 00:00:00;3,999129474
USD;29/06/2001 00:00:00;6,349830389
USD;02/07/2001 00:00:00;6,693784773
USD;03/07/2001 00:00:00;4,036250234
USD;04/07/2001 00:00:00;4,198368013
USD;05/07/2001 00:00:00;2,205972195
USD;06/07/2001 00:00:00;3,513787091
USD;09/07/2001 00:00:00;6,160960078
USD;10/07/2001 00:00:00;7,820088089
USD;11/07/2001 00:00:00;5,10326314
USD;12/07/2001 00:00:00;4,28456074
USD;13/07/2001 00:00:00;5,210699677
USD;16/07/2001 00:00:00;1,33468765
USD;17/07/2001 00:00:00;5,318009377
USD;18/07/2001 00:00:00;7,114687264
USD;19/07/2001 00:00:00;2,047224402
USD;20/07/2001 00:00:00;3,594400585
USD;23/07/2001 00:00:00;7,981009245
USD;24/07/2001 00:00:00;7,549271643
USD;25/07/2001 00:00:00;5,222719312
USD;26/07/2001 00:00:00;3,380171716
USD;27/07/2001 00:00:00;3,436928272
USD;30/07/2001 00:00:00;3,491817296
USD;31/07/2001 00:00:00;2,214174151
USD;01/08/2001 00:00:00;3,698531806
USD;02/08/2001 00:00:00;2,353674173
USD;03/08/2001 00:00:00;1,876101077
USD;06/08/2001 00:00:00;2,407758355
USD;07/08/2001 00:00:00;4,828472555
USD;08/08/2001 00:00:00;2,581771851
USD;09/08/2001 00:00:00;6,088048279
USD;10/08/2001 00:00:00;4,833196044
USD;13/08/2001 00:00:00;3,118321598
USD;14/08/2001 00:00:00;6,763738394
USD;15/08/2001 00:00:00;5,137607634
USD;16/08/2001 00:00:00;2,648141026
USD;17/08/2001 00:00:00;5,532617509
USD;20/08/2001 00:00:00;6,69345808
USD;21/08/2001 00:00:00;6,580626309
USD;22/08/2001 00:00:00;3,372551799
USD;23/08/2001 00:00:00;3,948984802
USD;24/08/2001 00:00:00;4,425557375
USD;27/08/2001 00:00:00;1,190724909
USD;28/08/2001 00:00:00;1,873066545
USD;29/08/2001 00:00:00;7,205008924
USD;30/08/2001 00:00:00;7,13477993
USD;31/08/2001 00:00:00;6,381172478
USD;03/09/2001 00:00:00;4,097378135
USD;04/09/2001 00:00:00;4,895111263
USD;05/09/2001 00:00:00;2,725361586
USD;06/09/2001 00:00:00;6,376761496
USD;07/09/2001 00:00:00;3,558609128
USD;10/09/2001 00:00:00;2,917424142
USD;11/09/2001 00:00:00;7,190405369
USD;12/09/2001 00:00:00;6,135682881
USD;13/09/2001 00:00:00;1,56968677
USD;14/09/2001 00:00:00;4,770665824
USD;17/09/2001 00:00:00;1,721256495
USD;18/09/2001 00:00:00;3,021400988
USD;19/09/2001 00:00:00;1,227717996
USD;20/09/2001 00:00:00;1,601015508
USD;21/09/2001 00:00:00;4,566877365
USD;24/09/2001 00:00:00;2,224528611
USD;25/09/2001 00:00:00;3,148364425
USD;26/09/2001 00:00:00;5,99898833
USD;27/09/2001 00:00:00;4,64322257
USD;28/09/2001 00:00:00;5,934701979
USD;01/10/2001 00:00:00;2,950217366
USD;02/10/2001 00:00:00;3,546310365
USD;03/10/2001 00:00:00;1,892613888
USD;04/10/2001 00:00:00;4,262455761
USD;05/10/2001 00:00:00;4,489172816
USD;08/10/2001 00:00:00;4,112793624
USD;09/10/2001 00:00:00;7,393115282
USD;10/10/2001 00:00:00;2,911098063
USD;11/10/2001 00:00:00;6,842806458
USD;12/10/2001 00:00:00;3,903211057
USD;15/10/2001 00:00:00;3,217907906
USD;16/10/2001 00:00:00;3,598585427
USD;17/10/2001 00:00:00;7,044748664
USD;18/10/2001 00:00:00;5,25417155
USD;19/10/2001 00:00:00;2,044665098
USD;22/10/2001 00:00:00;7,229397833
USD;23/10/2001 00:00:00;4,569059491
USD;24/10/2001 00:00:00;3,180994928
USD;25/10/2001 00:00:00;3,514927387
USD;26/10/2001 00:00:00;4,816413701
USD;29/10/2001 00:00:00;7,564603686
USD;30/10/2001 00:00:00;1,674586952
USD;31/10/2001 00:00:00;1,343477488
USD;01/11/2001 00:00:00;5,152784884
USD;02/11/2001 00:00:00;5,839425683
USD;05/11/2001 00:00:00;3,748314321
USD;06/11/2001 00:00:00;6,177715302
USD;07/11/2001 00:00:00;1,233811677
USD;08/11/2001 00:00:00;1,595124602
USD;09/11/2001 00:00:00;3,234879673
USD;12/11/2001 00:00:00;7,207032919
USD;13/11/2001 00:00:00;1,428817809
USD;14/11/2001 00:00:00;6,911229253
USD;15/11/2001 00:00:00;6,33319658
USD;16/11/2001 00:00:00;5,522189617
USD;19/11/2001 00:00:00;6,403025448
USD;20/11/2001 00:00:00;7,979573131
USD;21/11/2001 00:00:00;5,905264556
USD;22/11/2001 00:00:00;7,224686861
USD;23/11/2001 00:00:00;1,789430201
USD;26/11/2001 00:00:00;1,088669419
USD;27/11/2001 00:00:00;6,52304405
USD;28/11/2001 00:00:00;4,286143303
USD;29/11/2001 00:00:00;1,61067611
USD;30/11/2001 00:00:00;2,35808599
USD;03/12/2001 00:00:00;2,265331447
USD;04/12/2001 00:00:00;6,157669783
USD;05/12/2001 00:00:00;2,450930655
USD;06/12/2001 00:00:00;3,222820401
USD;07/12/2001 00:00:00;5,264634073
USD;10/12/2001 00:00:00;3,129244328
USD;11/12/2001 00:00:00;2,377759755
USD;12/12/2001 00:00:00;4,667674899
USD;13/12/2001 00:00:00;6,004045188
USD;14/12/2001 00:00:00;1,439087152
USD;17/12/2001 00:00:00;7,614002764
USD;18/12/2001 00:00:00;4,211631417
USD;19/12/2001 00:00:00;5,364118993
USD;20/12/2001 00:00:00;4,13303566
USD;21/12/2001 00:00:00;5,959647477
USD;24/12/2001 00:00:00;5,642226577
USD;25/12/2001 00:00:00;6,419745624
USD;26/12/2001 00:00:00;7,673919439
USD;27/12/2001 00:00:00;4,963705122
USD;28/12/2001 00:00:00;2,499926686
USD;31/12/2001 00:00:00;7,987026155
USD;01/01/2002 00:00:00;7,300935268
USD;02/01/2002 00:00:00;1,84608537
USD;03/01/2002 00:00:00;5,312502742
USD;04/01/2002 00:00:00;6,920147598
USD;07/01/2002 00:00:00;4,139022112
USD;08/01/2002 00:00:00;4,169471323
USD;09/01/2002 00:00:00;7,579405427
USD;10/01/2002 00:00:00;2,158257902
USD;11/01/2002 00:00:00;7,058236122
USD;14/01/2002 00:00:00;3,261194527
USD;15/01/2002 00:00:00;2,506140113
USD;16/01/2002 00:00:00;7,522340953
USD;17/01/2002 00:00:00;1,283125639
USD;18/01/2002 00:00:00;5,385109961
USD;21/01/2002 00:00:00;1,488641858
USD;22/01/2002 00:00:00;3,262091577
USD;23/01/2002 00:00:00;2,75210619
USD;24/01/2002 00:00:00;1,663471043
USD;25/01/2002 00:00:00;5,347650409
USD;28/01/2002 00:00:00;1,352790534
USD;29/01/2002 00:00:00;2,226835489
USD;30/01/2002 00:00:00;2,748804629
USD;31/01/2002 00:00:00;5,313085198
USD;01/02/2002 00:00:00;7,542179525
USD;04/02/2002 00:00:00;2,15158844
USD;05/02/2002 00:00:00;5,245786011
USD;06/02/2002 00:00:00;6,758420348
USD;07/02/2002 00:00:00;6,147336185
USD;08/02/2002 00:00:00;6,262632132
USD;11/02/2002 00:00:00;1,883113921
USD;12/02/2002 00:00:00;5,685059667
USD;13/02/2002 00:00:00;2,601549089
USD;14/02/2002 00:00:00;3,947600842
USD;15/02/2002 00:00:00;7,435385525
USD;18/02/2002 00:00:00;1,95671165
USD;19/02/2002 00:00:00;4,751192749
USD;20/02/2002 00:00:00;5,354871035
USD;21/02/2002 00:00:00;2,39497143
USD;22/02/2002 00:00:00;7,283764482
USD;25/02/2002 00:00:00;5,902602613
USD;26/02/2002 00:00:00;1,252936363
USD;27/02/2002 00:00:00;4,393890679
USD;28/02/2002 00:00:00;5,957661033
USD;01/03/2002 00:00:00;4,618950069
USD;04/03/2002 00:00:00;1,639782667
USD;05/03/2002 00:00:00;1,375685751
USD;06/03/2002 00:00:00;1,335273862
USD;07/03/2002 00:00:00;5,267117441
USD;08/03/2002 00:00:00;6,102262974
USD;11/03/2002 00:00:00;5,517297566
USD;12/03/2002 00:00:00;1,073280215
USD;13/03/2002 00:00:00;6,31457299
USD;14/03/2002 00:00:00;3,925472498
USD;15/03/2002 00:00:00;3,900940478
USD;18/03/2002 00:00:00;4,112537026
USD;19/03/2002 00:00:00;4,376245916
USD;20/03/2002 00:00:00;3,952123642
USD;21/03/2002 00:00:00;1,93597728
USD;22/03/2002 00:00:00;3,412455916
USD;25/03/2002 00:00:00;7,011401355
USD;26/03/2002 00:00:00;3,191920996
USD;27/03/2002 00:00:00;5,530794203
USD;28/03/2002 00:00:00;4,435378194
USD;29/03/2002 00:00:00;5,270515382
USD;01/04/2002 00:00:00;6,180936337
USD;02/04/2002 00:00:00;5,014675915
USD;03/04/2002 00:00:00;3,380949855
USD;04/04/2002 00:00:00;3,992150009
USD;05/04/2002 00:00:00;4,090983629
USD;08/04/2002 00:00:00;2,809680521
USD;09/04/2002 00:00:00;2,170496583
USD;10/04/2002 00:00:00;4,849828184
USD;11/04/2002 00:00:00;4,588994026
USD;12/04/2002 00:00:00;7,852514565
USD;15/04/2002 00:00:00;4,181398749
USD;16/04/2002 00:00:00;5,148908794
USD;17/04/2002 00:00:00;7,446390867
USD;18/04/2002 00:00:00;3,766408026
USD;19/04/2002 00:00:00;4,731466413
USD;22/04/2002 00:00:00;5,373461664
USD;23/04/2002 00:00:00;2,89846468
USD;24/04/2002 00:00:00;2,782989323
USD;25/04/2002 00:00:00;4,313314319
USD;26/04/2002 00:00:00;4,483142555
USD;29/04/2002 00:00:00;6,753748178
USD;30/04/2002 00:00:00;3,414160311
USD;01/05/2002 00:00:00;2,578736901
USD;02/05/2002 00:00:00;3,960068166
USD;03/05/2002 00:00:00;6,253391266
USD;06/05/2002 00:00:00;5,873971283
USD;07/05/2002 00:00:00;1,073083282
USD;08/05/2002 00:00:00;6,605691135
USD;09/05/2002 00:00:00;5,680536032
USD;10/05/2002 00:00:00;1,25049597
USD;13/05/2002 00:00:00;7,719632268
USD;14/05/2002 00:00:00;3,087675035
USD;15/05/2002 00:00:00;3,719691753
USD;16/05/2002 00:00:00;4,42770654
USD;17/05/2002 00:00:00;1,053967357
USD;20/05/2002 00:00:00;2,236769378
USD;21/05/2002 00:00:00;7,566109896
USD;22/05/2002 00:00:00;4,757348597
USD;23/05/2002 00:00:00;1,208351731
USD;24/05/2002 00:00:00;7,093684614
USD;27/05/2002 00:00:00;6,785159111
USD;28/05/2002 00:00:00;2,480816185
USD;29/05/2002 00:00:00;2,646103263
USD;30/05/2002 00:00:00;6,705967128
USD;31/05/2002 00:00:00;4,921700239
USD;03/06/2002 00:00:00;4,901026785
USD;04/06/2002 00:00:00;6,64596951
USD;05/06/2002 00:00:00;4,674874246
USD;06/06/2002 00:00:00;3,859461308
USD;07/06/2002 00:00:00;3,304296315
USD;10/06/2002 00:00:00;6,536502719
USD;11/06/2002 00:00:00;7,452249229
USD;12/06/2002 00:00:00;3,930412531
USD;13/06/2002 00:00:00;7,632214129
USD;14/06/2002 00:00:00;2,680434823
USD;17/06/2002 00:00:00;7,387396276
USD;18/06/2002 00:00:00;5,774141312
USD;19/06/2002 00:00:00;5,903518021
USD;20/06/2002 00:00:00;5,209052444
USD;21/06/2002 00:00:00;2,523955524
USD;24/06/2002 00:00:00;6,94722724
USD;25/06/2002 00:00:00;2,385969222
USD;26/06/2002 00:00:00;3,506571889
USD;27/06/2002 00:00:00;4,146778047
USD;28/06/2002 00:00:00;7,282617092
USD;01/07/2002 00:00:00;1,518227398
USD;02/07/2002 00:00:00;7,444514155
USD;03/07/2002 00:00:00;4,078800857
USD;04/07/2002 00:00:00;1,998999834
USD;05/07/2002 00:00:00;7,581725657
USD;08/07/2002 00:00:00;6,366079926
USD;09/07/2002 00:00:00;6,727921903
USD;10/07/2002 00:00:00;4,560181618
USD;11/07/2002 00:00:00;5,12254554
USD;12/07/2002 00:00:00;6,820524573
USD;15/07/2002 00:00:00;6,883875072
USD;16/07/2002 00:00:00;1,284460783
USD;17/07/2002 00:00:00;4,123292029
USD;18/07/2002 00:00:00;2,047533154
USD;19/07/2002 00:00:00;4,265105188
USD;22/07/2002 00:00:00;5,704002857
USD;23/07/2002 00:00:00;2,924968541
USD;24/07/2002 00:00:00;6,211595416
USD;25/07/2002 00:00:00;5,815643013
USD;26/07/2002 00:00:00;2,674215555
USD;29/07/2002 00:00:00;1,898851931
USD;30/07/2002 00:00:00;6,386380792
USD;31/07/2002 00:00:00;1,751980245
USD;01/08/2002 00:00:00;6,233123779
USD;02/08/2002 00:00:00;4,868367493
USD;05/08/2002 00:00:00;7,289113402
USD;06/08/2002 00:00:00;6,359944522
USD;07/08/2002 00:00:00;7,210744619
USD;08/08/2002 00:00:00;1,280963957
USD;09/08/2002 00:00:00;7,764947057
USD;12/08/2002 00:00:00;2,541574419
USD;13/08/2002 00:00:00;6,588462353
USD;14/08/2002 00:00:00;6,129988492
USD;15/08/2002 00:00:00;7,021340251
USD;16/08/2002 00:00:00;7,111994445
USD;19/08/2002 00:00:00;1,608403444
USD;20/08/2002 00:00:00;3,626561701
USD;21/08/2002 00:00:00;5,612431169
USD;22/08/2002 00:00:00;4,846290052
USD;23/08/2002 00:00:00;1,632811546
USD;26/08/2002 00:00:00;4,62145263
USD;27/08/2002 00:00:00;1,173412681
USD;28/08/2002 00:00:00;3,276382625
USD;29/08/2002 00:00:00;3,753422499
USD;30/08/2002 00:00:00;7,776953757
USD;02/09/2002 00:00:00;6,904907346
USD;03/09/2002 00:00:00;5,237904489
USD;04/09/2002 00:00:00;5,150839329
USD;05/09/2002 00:00:00;4,488756001
USD;06/09/2002 00:00:00;1,80734241
USD;09/09/2002 00:00:00;4,167073905
USD;10/09/2002 00:00:00;3,203907251
USD;11/09/2002 00:00:00;6,557823718
USD;12/09/2002 00:00:00;1,665324807
USD;13/09/2002 00:00:00;2,147570074
USD;16/09/2002 00:00:00;4,349088669
USD;17/09/2002 00:00:00;5,6122697
USD;18/09/2002 00:00:00;5,782016158
USD;19/09/2002 00:00:00;1,70740813
USD;20/09/2002 00:00:00;6,689838171
USD;23/09/2002 00:00:00;4,279230177
USD;24/09/2002 00:00:00;1,463507771
USD;25/09/2002 00:00:00;6,365814149
USD;26/09/2002 00:00:00;5,355977535
USD;27/09/2002 00:00:00;7,106739819
USD;30/09/2002 00:00:00;5,253195643
USD;01/10/2002 00:00:00;1,930100143
USD;02/10/2002 00:00:00;6,613070726
USD;03/10/2002 00:00:00;6,23560673
USD;04/10/2002 00:00:00;7,916155457
USD;07/10/2002 00:00:00;2,54253906
USD;08/10/2002 00:00:00;1,721798897
USD;09/10/2002 00:00:00;3,821287453
USD;10/10/2002 00:00:00;5,173517585
USD;11/10/2002 00:00:00;7,477239788
USD;14/10/2002 00:00:00;5,547335386
USD;15/10/2002 00:00:00;1,205761969
USD;16/10/2002 00:00:00;2,186842084
USD;17/10/2002 00:00:00;1,68702215
USD;18/10/2002 00:00:00;5,918720722
USD;21/10/2002 00:00:00;3,839408696
USD;22/10/2002 00:00:00;5,792493701
USD;23/10/2002 00:00:00;7,100291908
USD;24/10/2002 00:00:00;5,738237619
USD;25/10/2002 00:00:00;6,952879488
USD;28/10/2002 00:00:00;4,48601687
USD;29/10/2002 00:00:00;2,667915761
USD;30/10/2002 00:00:00;3,84078598
USD;31/10/2002 00:00:00;3,97897464
USD;01/11/2002 00:00:00;6,156510711
USD;04/11/2002 00:00:00;7,160096347
USD;05/11/2002 00:00:00;5,603257895
USD;06/11/2002 00:00:00;3,724517882
USD;07/11/2002 00:00:00;7,571004033
USD;08/11/2002 00:00:00;2,71324724
USD;11/11/2002 00:00:00;7,30391264
USD;12/11/2002 00:00:00;7,292231381
USD;13/11/2002 00:00:00;7,608830333
USD;14/11/2002 00:00:00;7,12686795
USD;15/11/2002 00:00:00;3,23175168
USD;18/11/2002 00:00:00;7,752610743
USD;19/11/2002 00:00:00;1,246002793
USD;20/11/2002 00:00:00;7,910418928
USD;21/11/2002 00:00:00;1,545893669
USD;22/11/2002 00:00:00;5,565800011
USD;25/11/2002 00:00:00;3,289589286
USD;26/11/2002 00:00:00;3,080196559
USD;27/11/2002 00:00:00;6,884949446
USD;28/11/2002 00:00:00;4,753466666
USD;29/11/2002 00:00:00;3,862087369
USD;02/12/2002 00:00:00;1,706208169
USD;03/12/2002 00:00:00;4,726397038
USD;04/12/2002 00:00:00;3,820676625
USD;05/12/2002 00:00:00;2,635799289
USD;06/12/2002 00:00:00;5,209047019
USD;09/12/2002 00:00:00;3,495956659
USD;10/12/2002 00:00:00;2,427769244
USD;11/12/2002 00:00:00;2,817206979
USD;12/12/2002 00:00:00;4,406767309
USD;13/12/2002 00:00:00;1,426965714
USD;16/12/2002 00:00:00;2,812232316
USD;17/12/2002 00:00:00;6,88134706
USD;18/12/2002 00:00:00;6,311759174
USD;19/12/2002 00:00:00;4,16975379
USD;20/12/2002 00:00:00;5,960577071
USD;23/12/2002 00:00:00;7,056185842
USD;24/12/2002 00:00:00;6,677623689
USD;25/12/2002 00:00:00;2,151017666
USD;26/12/2002 00:00:00;2,530213177
USD;27/12/2002 00:00:00;5,556994319
USD;30/12/2002 00:00:00;6,296047866
USD;31/12/2002 00:00:00;5,683196306
USD;01/01/2003 00:00:00;7,52132374
USD;02/01/2003 00:00:00;1,570723176
USD;03/01/2003 00:00:00;1,043679655
USD;06/01/2003 00:00:00;4,823845863
USD;07/01/2003 00:00:00;5,698740304
USD;08/01/2003 00:00:00;7,990377784
USD;09/01/2003 00:00:00;1,679002941
USD;10/01/2003 00:00:00;7,985014677
USD;13/01/2003 00:00:00;3,763817847
USD;14/01/2003 00:00:00;6,899393201
USD;15/01/2003 00:00:00;6,389212549
USD;16/01/2003 00:00:00;5,292618275
USD;17/01/2003 00:00:00;7,276309788
USD;20/01/2003 00:00:00;4,806009173
USD;21/01/2003 00:00:00;3,087089241
USD;22/01/2003 00:00:00;3,695814371
USD;23/01/2003 00:00:00;6,326242983
USD;24/01/2003 00:00:00;5,627645135
USD;27/01/2003 00:00:00;1,457874715
USD;28/01/2003 00:00:00;7,826377869
USD;29/01/2003 00:00:00;4,955792725
USD;30/01/2003 00:00:00;6,425275207
USD;31/01/2003 00:00:00;3,75614661
USD;03/02/2003 00:00:00;2,608075857
USD;04/02/2003 00:00:00;3,331157744
USD;05/02/2003 00:00:00;1,887803197
USD;06/02/2003 00:00:00;5,352693498
USD;07/02/2003 00:00:00;7,616042614
USD;10/02/2003 00:00:00;2,664435208
USD;11/02/2003 00:00:00;4,566437602
USD;12/02/2003 00:00:00;4,031389892
USD;13/02/2003 00:00:00;7,186154604
USD;14/02/2003 00:00:00;4,885495722
USD;17/02/2003 00:00:00;3,859066606
USD;18/02/2003 00:00:00;4,036071241
USD;19/02/2003 00:00:00;1,274405479
USD;20/02/2003 00:00:00;7,06385833
USD;21/02/2003 00:00:00;3,744633079
USD;24/02/2003 00:00:00;7,867408931
USD;25/02/2003 00:00:00;2,06628108
USD;26/02/2003 00:00:00;4,580565512
USD;27/02/2003 00:00:00;6,26750958
USD;28/02/2003 00:00:00;2,829785287
USD;03/03/2003 00:00:00;4,336134434
USD;04/03/2003 00:00:00;3,050058186
USD;05/03/2003 00:00:00;3,771873355
USD;06/03/2003 00:00:00;5,328168571
USD;07/03/2003 00:00:00;6,556560755
USD;10/03/2003 00:00:00;3,992050707
USD;11/03/2003 00:00:00;7,886081338
USD;12/03/2003 00:00:00;1,914987981
USD;13/03/2003 00:00:00;5,757772446
USD;14/03/2003 00:00:00;6,253405869
USD;17/03/2003 00:00:00;3,25704515
USD;18/03/2003 00:00:00;4,087008655
USD;19/03/2003 00:00:00;1,136974096
USD;20/03/2003 00:00:00;2,180009902
USD;21/03/2003 00:00:00;1,034606099
USD;24/03/2003 00:00:00;6,832206666
USD;25/03/2003 00:00:00;6,417737484
USD;26/03/2003 00:00:00;3,538647473
USD;27/03/2003 00:00:00;3,105910182
